explicit,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_name,Length (ln s)
False,"Bob Dylan's Dream - Live at Town Hall, New York, NY - April 1963",0.498,0.0892,7.0,-17.607,1.0,0.0384,0.847,1.3e-05,0.668,0.294,109.158,4.0,Bob Dylan,5.60452551655886
False,"Seven Curses - Live at Town Hall, New York, NY - April 1963",0.455,0.0384,4.0,-20.927,1.0,0.0412,0.91,0.000146,0.695,0.235,102.038,4.0,Bob Dylan,5.750198393964168
False,"Boots of Spanish Leather - Live at Town Hall, New York, NY - April 1963",0.437,0.0259,9.0,-24.01,1.0,0.0389,0.94,1.91e-06,0.692,0.428,95.531,4.0,Bob Dylan,5.650427407151633
False,"Masters of War - Live at Carnegie Hall, New York, NY - October 1963",0.581,0.214,9.0,-15.562,1.0,0.0385,0.794,7.67e-06,0.755,0.395,91.074,3.0,Bob Dylan,5.11871211724831
False,"The Lonesome Death of Hattie Carroll - Live at Carnegie Hall, New York, NY - October 1963",0.612,0.0915,3.0,-16.466,1.0,0.0592,0.83,0.0,0.699,0.346,120.111,5.0,Bob Dylan,5.751896219629551
False,"When the Ship Comes In - Live at the March on Washington, D.C. - August 1963",0.554,0.44,7.0,-14.232,1.0,0.0786,0.884,1.68e-05,0.829,0.664,115.469,4.0,Bob Dylan,5.277772764056328
False,"The Times They Are A-Changin' - Live at Royal Festival Hall, London, UK - May 1964",0.577,0.271,7.0,-15.535,1.0,0.0353,0.382,0.0,0.975,0.529,96.392,1.0,Bob Dylan,5.3589090466454286
False,"Girl from the North Country - Live at Royal Festival Hall, London, UK - May 1964",0.558,0.067,9.0,-20.909,1.0,0.0335,0.841,0.000387,0.0844,0.207,102.156,4.0,Bob Dylan,5.424478540714931
False,"Mr. Tambourine Man - Live at Royal Festival Hall, London, UK - May 1964",0.462,0.081,4.0,-19.604,1.0,0.0546,0.834,0.0,0.699,0.323,151.11,4.0,Bob Dylan,5.9805729484011865
False,"It Ain't Me, Babe - Live at Royal Festival Hall, London, UK - May 1964",0.424,0.13,7.0,-16.661,1.0,0.0326,0.711,0.0,0.548,0.267,98.208,4.0,Bob Dylan,5.566663702693075
False,"To Ramona - Live at the Newport Folk Festival, Newport, RI - July 1964",0.456,0.146,2.0,-14.967,1.0,0.0463,0.837,0.0,0.915,0.309,153.8,3.0,Bob Dylan,5.571496021059119
False,"Chimes of Freedom - Live at Royal Festival Hall, London, UK - May 1964",0.42,0.255,7.0,-13.167,1.0,0.0419,0.583,0.0,0.667,0.353,176.496,3.0,Bob Dylan,6.113799429595377
False,"One Too Many Mornings - Live at BBC Studios, London, UK - June 1965",0.309,0.247,2.0,-13.65,1.0,0.047,0.812,0.00349,0.682,0.327,175.42,4.0,Bob Dylan,5.490535622393963
False,"It's Alright, Ma (I'm Only Bleeding) - Live at the Oval, City Hall, Sheffield, UK - April 1965",0.582,0.328,7.0,-18.441,1.0,0.0433,0.669,0.0,0.341,0.632,115.337,4.0,Bob Dylan,6.181450407944191
False,"Love Minus Zero / No Limit - Live at the Odeon, Liverpool, UK - May 1965",0.628,0.212,5.0,-16.694,1.0,0.0379,0.552,2.41e-05,0.4,0.687,129.965,4.0,Bob Dylan,5.477078425619441
False,"Gates of Eden - Live at Free Trade Hall, Manchester, UK - May 1965",0.432,0.211,7.0,-17.64,1.0,0.049,0.7,0.0,0.344,0.527,176.91,3.0,Bob Dylan,6.017392981122245
False,"It's All Over Now, Baby Blue - Live at the Odeon, Liverpool, UK - May 1965",0.651,0.277,2.0,-17.759,1.0,0.0371,0.508,5.2e-05,0.108,0.609,133.748,4.0,Bob Dylan,5.727196221065216
False,"She Belongs to Me - Live at Royal Albert Hall, Manchester, UK - May 1965",0.571,0.154,0.0,-19.052,1.0,0.0439,0.614,9.96e-06,0.22,0.145,101.912,4.0,Bob Dylan,5.558883862150884
False,"Maggie's Farm - Live at the Hollywood Bowl, Los Angeles, CA - September 1965",0.566,0.579,2.0,-13.76,1.0,0.0465,0.719,5.84e-05,0.194,0.803,115.493,4.0,Bob Dylan,5.562833160967978
False,"It Takes a Lot to Laugh, It Takes a Train to Cry - Live at the Newport Folk Festival, Newport, RI - July 1965",0.481,0.671,7.0,-13.335,1.0,0.0403,0.269,0.0578,0.531,0.567,117.103,4.0,Bob Dylan,5.354258094865355
False,"Desolation Row - Live at TCN 9 TV, Sydney, Australia - April 1966",0.539,0.26,2.0,-14.049,1.0,0.0429,0.879,0.0,0.771,0.449,119.926,4.0,Bob Dylan,6.45607867906928
False,"Baby Let Me Follow You Down - Live at the Capitol Theatre, Cardiff, UK - May 1966",0.315,0.726,9.0,-10.766,1.0,0.108,0.784,0.22,0.853,0.611,132.762,4.0,Bob Dylan,5.386570888422853
False,"I Don't Believe You (She Acts Like We Never Have Met) - Live at the Capitol Theatre, Cardiff, UK - May 1966",0.286,0.692,4.0,-10.124,1.0,0.0485,0.716,0.00168,0.948,0.583,179.617,4.0,Bob Dylan,5.864199196062105
False,"Ballad of a Thin Man - Live at the ABC Theatre, Edinburgh, Scotland - May 1966",0.451,0.509,11.0,-10.846,0.0,0.0538,0.776,0.0,0.641,0.465,171.039,3.0,Bob Dylan,6.127393064332226
False,"Visions of Johanna - Live at the ABC Theatre, Belfast, Ireland - May 1966",0.405,0.119,9.0,-18.123,1.0,0.0586,0.813,0.0,0.84,0.363,88.218,4.0,Bob Dylan,6.062884803444444
False,"Like a Rolling Stone - Live at Free Trade Hall, Manchester, UK - May 1966",0.108,0.822,0.0,-12.78,1.0,0.0984,0.471,0.000247,0.975,0.316,175.633,4.0,Bob Dylan,6.176422209653417
False,"Slow Train - Live at the Warfield Theatre, San Francisco, CA - November 16, 1979",0.476,0.703,2.0,-9.583,0.0,0.0735,0.505,0.0,0.619,0.833,174.623,4.0,Bob Dylan,5.941328477614185
False,"Gotta Serve Somebody - Live at the Warfield Theatre, San Francisco, CA - November 15, 1979",0.514,0.797,2.0,-8.892,0.0,0.0378,0.314,0.0,0.827,0.821,82.587,4.0,Bob Dylan,5.963921187496794
False,"I Believe In You - Live at the Stanley Theatre, Pittsburgh, PA - May 16, 1980",0.483,0.434,9.0,-13.102,1.0,0.0373,0.68,3.71e-05,0.273,0.381,135.609,4.0,Bob Dylan,5.671947751136183
False,"When You Gonna Wake Up? - Live at Drammenshallen, Drammen, Norway - July 9, 1981",0.408,0.529,9.0,-12.268,0.0,0.0787,0.707,4.42e-06,0.706,0.4,137.662,4.0,Bob Dylan,5.792199252496135
False,"When He Returns - Live at Kiva Auditorium, Albuquerque, NM - December 5, 1979",0.384,0.118,9.0,-17.199,1.0,0.0454,0.922,0.0,0.978,0.213,176.143,3.0,Bob Dylan,5.704448919199361
False,"Man Gave Names to All the Animals - Live at Paramount Theatre, Portland, OR - January 16, 1980",0.552,0.462,11.0,-15.917,0.0,0.0519,0.823,0.00114,0.789,0.793,163.589,4.0,Bob Dylan,5.84354441703136
False,"Precious Angel - Live at the Warfield Theatre, San Francisco, CA - November 16, 1979",0.608,0.626,4.0,-11.788,1.0,0.0375,0.316,0.0,0.476,0.742,141.708,4.0,Bob Dylan,5.829495466415643
False,"Covenant Woman - Live at the Civic Auditorium, Santa Monica, CA - November 20, 1979",0.578,0.244,2.0,-17.406,0.0,0.0383,0.747,0.0129,0.603,0.479,137.039,4.0,Bob Dylan,5.859645972487134
False,"Gonna Change My Way of Thinking - Live at the Orpheum Theater, Memphis, TN - January 31, 1980",0.611,0.79,2.0,-8.086,1.0,0.0562,0.532,0.000657,0.682,0.869,112.24,4.0,Bob Dylan,5.658600293879774
False,"Do Right to Me Baby (Do Unto Others) - Live at the Uptown Theatre, Kansas City, MO - January 28, 1980",0.577,0.543,4.0,-12.015,1.0,0.0358,0.659,0.000125,0.439,0.558,81.981,4.0,Bob Dylan,5.728540125781928
False,"Solid Rock - Live at Golden Hall, San Diego, CA - November 27, 1979",0.512,0.878,9.0,-9.894,1.0,0.101,0.0955,0.000184,0.986,0.318,107.169,4.0,Bob Dylan,5.641765216905675
False,"What Can I Do for You? - Live at Golden Hall, San Diego, CA - November 27, 1979",0.612,0.328,3.0,-12.373,1.0,0.0383,0.775,9.01e-05,0.962,0.48,116.48,4.0,Bob Dylan,5.8652208205337315
False,"Saved - Live at the Paramount Theatre, Portland, OR - January 12, 1980",0.508,0.746,11.0,-9.137,1.0,0.0369,0.114,3.79e-06,0.683,0.6,130.246,4.0,Bob Dylan,5.66467082222225
False,"In the Garden - Live at the Uptown Theatre, Kansas City, MO - January 27, 1980",0.509,0.492,11.0,-9.297,0.0,0.044,0.438,5.08e-05,0.695,0.353,115.085,4.0,Bob Dylan,5.9744201124987235
False,"Slow Train - Live at Earls Court, London, UK - June 29, 1981",0.461,0.724,7.0,-12.171,0.0,0.0419,0.251,3.66e-06,0.716,0.634,166.758,4.0,Bob Dylan,5.616672911028239
False,"Ain't Gonna Go to Hell for Anybody - Live at Le Theatre Saint-Denis, Montreal, Quebec - April 24, 1980",0.456,0.729,7.0,-12.575,1.0,0.15,0.272,0.0,0.961,0.506,135.503,4.0,Bob Dylan,5.597532674813491
False,"Gotta Serve Somebody - Live at Earls Court, London, UK - June 27, 1981",0.421,0.771,2.0,-12.033,1.0,0.0511,0.0841,0.0,0.756,0.67,178.823,4.0,Bob Dylan,5.466201875544222
False,"Ain't No Man Righteous, No Not One - Live at the Warfield Theatre, San Francisco, CA - November 16, 1979",0.712,0.504,9.0,-13.754,1.0,0.0355,0.651,0.00412,0.91,0.708,106.874,4.0,Bob Dylan,5.617741535730107
False,"Saving Grace - Live at the Warfield Theatre, San Francisco, CA - November 6, 1979",0.566,0.254,0.0,-19.016,1.0,0.0345,0.539,0.0027,0.986,0.347,124.942,4.0,Bob Dylan,5.578018929274503
False,"Blessed Is the Name - Live at the Civic Auditorium, Santa Monica, CA - November 20, 1979",0.584,0.765,4.0,-12.242,1.0,0.0549,0.219,9.1e-06,0.824,0.903,135.548,4.0,Bob Dylan,5.553939724582808
False,"Solid Rock - Live at the Spectrum, Philadelphia, PA - October 23, 1981",0.356,0.53,2.0,-11.893,1.0,0.0898,0.0596,3.67e-06,0.764,0.493,150.705,4.0,Bob Dylan,5.559962141475762
False,"Are You Ready? - Live at Kleinhans Music Hall, Buffalo, NY - April 30, 1980",0.474,0.647,5.0,-14.771,1.0,0.0437,0.162,0.0,0.905,0.531,115.188,3.0,Bob Dylan,5.936128882815002
False,"Pressing On - Live at the Warfield Theatre, San Francisco, CA - November 6, 1979",0.392,0.174,10.0,-17.6,1.0,0.0526,0.731,1.3e-06,0.983,0.25,133.687,4.0,Bob Dylan,6.021768217497423
False,"Shot of Love - Live at Palace des Sports, Avignon, France - July 25, 1981",0.443,0.674,6.0,-12.983,0.0,0.0445,0.208,0.0,0.726,0.614,99.078,4.0,Bob Dylan,5.651179551148852
False,"Dead Man, Dead Man - Live at Stade Municipal des Minimes, Toulouse, France - June 21, 1981",0.504,0.733,4.0,-14.368,0.0,0.0561,0.178,0.000141,0.904,0.451,97.692,4.0,Bob Dylan,5.567172060993417
False,"Watered-Down Love - Live at Pine Knob Music Theatre, Clarkston, MI - June 12, 1981",0.539,0.565,10.0,-14.441,1.0,0.042,0.358,0.000191,0.713,0.765,94.4,4.0,Bob Dylan,5.648692508338241
False,"In the Summertime - Live at the Orpheum Theatre, Boston, MA - October 21, 1981",0.365,0.49,9.0,-14.344,1.0,0.0358,0.49,0.0,0.441,0.658,138.214,4.0,Bob Dylan,5.272383984521532
False,"The Groom's Still Waiting at the Altar - Live at the Warfield Theatre, San Francisco, CA - November 13, 1979",0.424,0.71,9.0,-12.293,1.0,0.0449,0.695,0.0,0.935,0.539,123.847,3.0,Bob Dylan,5.889246311535141
False,"Caribbean Wind - Live at the Warfield Theatre, San Francisco, CA - November 12, 1979",0.573,0.56,7.0,-14.363,1.0,0.0692,0.362,0.0,0.728,0.485,138.652,4.0,Bob Dylan,5.776413165691109
False,"Every Grain of Sand - Live at Civic Center Theatre, Lakeland, FL - November 21, 1981",0.47,0.32,10.0,-18.573,1.0,0.0337,0.389,0.0,0.977,0.516,135.051,4.0,Bob Dylan,5.4005715625867925
False,Slow Train - Soundcheck,0.492,0.377,5.0,-13.816,1.0,0.033,0.158,3.2e-05,0.122,0.654,126.283,4.0,Bob Dylan,5.206930978594042
False,Do Right to Me Baby (Do Unto Others) - Soundcheck,0.673,0.667,2.0,-14.695,1.0,0.0323,0.0472,2.14e-05,0.0364,0.616,94.049,4.0,Bob Dylan,5.38541207339897
False,Help Me Understand - Soundcheck,0.56,0.401,0.0,-13.523,1.0,0.0447,0.152,0.0,0.106,0.584,127.951,3.0,Bob Dylan,5.083805207362663
False,Gonna Change My Way of Thinking - Rehearsal with horns,0.841,0.542,9.0,-11.578,0.0,0.0619,0.389,2.48e-05,0.116,0.962,115.238,4.0,Bob Dylan,5.697586653469188
False,Gotta Serve Somebody - Take 1,0.731,0.563,2.0,-14.066,1.0,0.0425,0.248,6.53e-06,0.124,0.897,99.662,4.0,Bob Dylan,5.830394567375311
False,When He Returns - Take 2,0.592,0.11,8.0,-18.343,1.0,0.0438,0.773,1.39e-06,0.0867,0.415,127.711,4.0,Bob Dylan,5.571697654288958
False,"Ain't No Man Righteous, No Not One - Take 6",0.657,0.525,10.0,-13.248,1.0,0.0412,0.514,0.000568,0.154,0.851,116.106,4.0,Bob Dylan,5.7017370508691645
False,Trouble In Mind - Take 1,0.645,0.38,4.0,-13.727,0.0,0.0444,0.482,5.04e-06,0.166,0.458,92.995,4.0,Bob Dylan,5.6690978578443385
False,Covenant Woman - Take 3,0.621,0.355,7.0,-16.536,0.0,0.0393,0.576,3.9e-05,0.107,0.48,135.946,4.0,Bob Dylan,5.720574037296037
False,Stand by Faith - Rehearsal,0.593,0.0809,4.0,-15.889,1.0,0.0455,0.702,0.0,0.16,0.528,102.808,4.0,Bob Dylan,5.042392325709447
False,"I Will Love Him - Live Apr. 19, 1980",0.429,0.692,1.0,-14.031,1.0,0.0509,0.103,0.0,0.989,0.55,128.947,4.0,Bob Dylan,5.763685267389244
False,"Jesus Is the One - Live July 17, 1981",0.687,0.846,4.0,-12.498,0.0,0.041,0.268,4.89e-05,0.77,0.629,120.477,4.0,Bob Dylan,5.110221168561344
False,"City of Gold - Live Nov. 22, 1980",0.423,0.229,0.0,-15.71,1.0,0.0369,0.758,0.0,0.182,0.428,114.838,3.0,Bob Dylan,5.125076455610167
False,"Thief on the Cross - Live Nov. 10, 1981",0.619,0.863,9.0,-12.301,1.0,0.0402,0.00406,2.59e-05,0.784,0.762,120.782,4.0,Bob Dylan,5.502510487343222
False,Pressing On - Take 1,0.402,0.391,10.0,-13.648,1.0,0.0378,0.629,0.000122,0.107,0.292,112.027,1.0,Bob Dylan,5.857361562584502
False,Slow Train - Rehearsal with horns,0.497,0.577,9.0,-11.882,0.0,0.104,0.28,1.04e-06,0.272,0.783,168.798,4.0,Bob Dylan,5.821349190620871
False,Gotta Serve Somebody - Rehearsal with horns,0.647,0.702,2.0,-11.613,1.0,0.0577,0.17,3.12e-06,0.164,0.676,92.324,4.0,Bob Dylan,5.617254617115836
False,Making a Liar Out of Me - Rehearsal,0.453,0.406,2.0,-11.475,1.0,0.0352,0.227,1.17e-06,0.151,0.43,129.154,4.0,Bob Dylan,5.84172537226781
False,Yonder Comes Sin - Rehearsal,0.527,0.72,3.0,-11.654,1.0,0.0424,0.0336,7.83e-05,0.0589,0.764,140.806,4.0,Bob Dylan,5.526301184847333
False,I Guess I'll Have to Change My Plans,0.68,0.281,8.0,-9.643,1.0,0.0431,0.743,3.32e-05,0.0812,0.671,107.788,4.0,Bob Dylan,4.972310179774588
False,September of My Years,0.337,0.158,9.0,-14.07,1.0,0.0321,0.948,0.0238,0.111,0.0513,125.832,4.0,Bob Dylan,5.314190715704327
False,I Could Have Told You,0.34,0.226,8.0,-12.007,1.0,0.0301,0.903,0.000158,0.124,0.223,139.28,3.0,Bob Dylan,5.377682921928777
False,Once Upon a Time,0.327,0.177,9.0,-12.74,1.0,0.0283,0.929,0.00336,0.127,0.0901,90.244,1.0,Bob Dylan,5.37546357572469
False,Stormy Weather,0.228,0.191,5.0,-13.153,1.0,0.0339,0.882,0.00102,0.109,0.195,180.768,3.0,Bob Dylan,5.209119965584471
False,This Nearly Was Mine,0.299,0.179,1.0,-12.007,1.0,0.0282,0.924,0.00021,0.113,0.0685,87.459,3.0,Bob Dylan,5.10997974949893
False,That Old Feeling,0.379,0.213,1.0,-12.463,1.0,0.0296,0.931,0.00549,0.132,0.131,138.046,4.0,Bob Dylan,5.3729933916148624
False,It Gets Lonely Early,0.293,0.197,2.0,-13.041,1.0,0.0294,0.923,6.81e-05,0.114,0.133,139.072,4.0,Bob Dylan,5.234168102973243
False,My One and Only Love,0.372,0.194,0.0,-13.378,1.0,0.0303,0.918,1.22e-05,0.111,0.238,126.861,4.0,Bob Dylan,5.303105883279834
False,Trade Winds,0.65,0.359,1.0,-12.101,1.0,0.0319,0.833,0.00137,0.128,0.427,125.923,4.0,Bob Dylan,5.079582831222287
False,Braggin',0.73,0.487,5.0,-8.512,1.0,0.0472,0.774,0.0,0.0827,0.629,124.183,4.0,Bob Dylan,5.084876590695212
False,As Time Goes By,0.391,0.238,10.0,-11.33,1.0,0.0312,0.939,4.21e-06,0.118,0.0834,129.01,4.0,Bob Dylan,5.290083561620933
False,Imagination,0.732,0.338,1.0,-10.781,1.0,0.031,0.889,0.00105,0.208,0.613,114.048,4.0,Bob Dylan,5.015868244961276
False,How Deep is the Ocean,0.347,0.152,0.0,-13.231,1.0,0.0317,0.917,0.00169,0.112,0.0714,127.681,4.0,Bob Dylan,5.294173793795153
False,P.S. I Love You,0.446,0.179,1.0,-12.771,1.0,0.0308,0.935,3.38e-05,0.104,0.134,129.889,4.0,Bob Dylan,5.540058898294036
False,The Best Is Yet to Come,0.602,0.471,8.0,-8.891,1.0,0.0436,0.815,0.0,0.0976,0.426,117.322,3.0,Bob Dylan,5.163339213584584
False,But Beautiful,0.318,0.2,3.0,-12.999,1.0,0.0325,0.959,0.000806,0.109,0.0772,76.027,4.0,Bob Dylan,5.292766991676013
False,Here's That Rainy Day,0.235,0.105,4.0,-14.138,0.0,0.0309,0.969,0.0151,0.11,0.06,66.743,4.0,Bob Dylan,5.334007817189409
False,Where Is the One,0.419,0.174,2.0,-13.457,1.0,0.0269,0.954,0.00021,0.105,0.0874,82.135,4.0,Bob Dylan,5.2556186120149215
False,There's a Flaw in My Flue,0.394,0.132,3.0,-14.145,1.0,0.0316,0.976,0.00295,0.108,0.0955,121.853,4.0,Bob Dylan,5.118155475995201
False,"Day In, Day Out",0.626,0.516,7.0,-7.168,0.0,0.0315,0.786,7.53e-06,0.103,0.606,73.331,4.0,Bob Dylan,5.182979464115479
False,I Couldn't Sleep a Wink Last Night,0.401,0.249,8.0,-11.778,1.0,0.0319,0.941,0.000419,0.108,0.104,122.889,4.0,Bob Dylan,5.267445702880949
False,Sentimental Journey,0.279,0.238,0.0,-11.543,1.0,0.0333,0.924,0.00557,0.109,0.242,178.916,3.0,Bob Dylan,5.245058984745574
